id,name,age,city,salary,department,performance_score,join_date
1360,Grace,59,San Diego,43190,Finance,3.03,2018-09-21
1361,Frank,23,Los Angeles,88113,Support,2.64,2018-09-22
1362,Frank,32,Houston,48789,IT,4.46,2018-09-23
1363,Alice,47,San Diego,72125,Sales,3.97,2018-09-24
1364,Frank,59,Phoenix,57459,Finance,4.8,2018-09-25
1365,Helen,54,Houston,75418,Finance,4.76,2018-09-26
1366,Frank,54,Dallas,87085,Sales,2.53,2018-09-27
1367,Charlie,59,Los Angeles,58768,Finance,2.79,2018-09-28
1368,Frank,54,Chicago,89961,IT,2.02,2018-09-29
1369,Alice,52,San Diego,67885,Finance,3.64,2018-09-30
1370,Bob,40,Chicago,101082,IT,2.46,2018-10-01
1371,Grace,23,Los Angeles,46895,Sales,4.14,2018-10-02
1372,Charlie,21,Houston,90311,HR,1.49,2018-10-03
1373,Helen,35,Dallas,107067,Sales,1.47,2018-10-04
1374,Bob,26,Phoenix,111017,IT,1.82,2018-10-05
1375,Charlie,46,Los Angeles,63932,Marketing,1.34,2018-10-06
1376,Eva,30,New York,61360,Sales,3.48,2018-10-07
1377,David,64,Houston,94847,Marketing,1.59,2018-10-08
1378,Eva,34,Chicago,78931,Marketing,1.64,2018-10-09
1379,Frank,62,San Diego,95823,IT,1.06,2018-10-10
1380,Bob,49,Los Angeles,78032,IT,4.13,2018-10-11
1381,Frank,39,Chicago,58807,HR,4.25,2018-10-12
1382,David,21,Houston,51767,Support,1.65,2018-10-13
1383,Charlie,22,Chicago,48071,Finance,3.96,2018-10-14
1384,David,54,Los Angeles,93413,Sales,2.73,2018-10-15
1385,Alice,58,Houston,66149,IT,1.96,2018-10-16
1386,David,30,New York,55540,Sales,3.49,2018-10-17
1387,Alice,51,Los Angeles,110248,Support,1.71,2018-10-18
1388,David,62,Phoenix,59787,Support,4.03,2018-10-19
1389,Grace,39,Dallas,60982,Marketing,1.19,2018-10-20
1390,Alice,40,Los Angeles,62606,Finance,4.84,2018-10-21
1391,Bob,20,Houston,50150,HR,1.29,2018-10-22
1392,Frank,59,San Diego,86936,Sales,3.32,2018-10-23
1393,Helen,51,Dallas,48593,Finance,4.61,2018-10-24
1394,Frank,49,Los Angeles,57358,HR,1.05,2018-10-25
1395,Eva,62,New York,77381,Sales,2.99,2018-10-26
1396,Frank,38,San Diego,68074,Finance,2.4,2018-10-27
1397,Charlie,63,New York,60595,IT,3.32,2018-10-28
1398,Grace,61,Phoenix,84194,Sales,1.9,2018-10-29
1399,David,38,San Diego,89377,Finance,1.26,2018-10-30
1400,Eva,61,Chicago,66853,Support,3.5,2018-10-31
1401,Charlie,28,San Diego,113719,HR,2.67,2018-11-01
1402,Charlie,56,Dallas,60661,Finance,3.49,2018-11-02
1403,Alice,21,San Diego,90493,IT,1.84,2018-11-03
1404,Frank,18,Houston,76495,Sales,2.35,2018-11-04
1405,Bob,45,Houston,53703,Sales,3.25,2018-11-05
1406,Helen,41,Chicago,93080,Sales,3.37,2018-11-06
1407,Bob,52,San Diego,70815,IT,2.49,2018-11-07
1408,Eva,30,New York,69565,HR,2.12,2018-11-08
1409,Grace,64,New York,103321,Sales,2.09,2018-11-09
1410,Bob,51,Los Angeles,98453,HR,1.7,2018-11-10
1411,David,28,Phoenix,73161,Finance,2.3,2018-11-11
1412,Bob,53,Dallas,95991,Support,1.8,2018-11-12
1413,Eva,34,Phoenix,49716,Support,3.54,2018-11-13
1414,Helen,52,San Diego,73349,HR,3.28,2018-11-14
1415,Bob,35,Phoenix,87098,HR,2.53,2018-11-15
1416,David,57,Los Angeles,40132,Support,2.3,2018-11-16
1417,Alice,39,Phoenix,91990,Sales,1.95,2018-11-17
1418,Grace,41,Chicago,108921,Marketing,3.14,2018-11-18
1419,Eva,36,Los Angeles,76538,Marketing,4.68,2018-11-19
1420,Alice,54,Chicago,47213,IT,3.74,2018-11-20
1421,Alice,56,San Diego,84223,Support,3.98,2018-11-21
1422,Alice,38,Los Angeles,108371,Support,4.34,2018-11-22
1423,Charlie,25,San Diego,108274,IT,2.41,2018-11-23
1424,Grace,45,San Diego,44134,Marketing,1.25,2018-11-24
1425,Helen,22,Phoenix,79601,Finance,3.49,2018-11-25
1426,Frank,34,Chicago,113889,Sales,1.75,2018-11-26
1427,Grace,54,San Diego,55690,Sales,3.28,2018-11-27
1428,Charlie,53,Chicago,41909,Finance,3.96,2018-11-28
1429,Frank,36,Chicago,52062,Finance,4.13,2018-11-29
1430,Grace,44,Los Angeles,115386,Marketing,2.21,2018-11-30
1431,Alice,51,Houston,74731,IT,3.05,2018-12-01
1432,Eva,28,Phoenix,45153,Finance,3.48,2018-12-02
1433,Frank,62,San Diego,50481,IT,4.28,2018-12-03
1434,David,64,Chicago,106425,HR,4.05,2018-12-04
1435,David,29,Dallas,103600,Sales,4.95,2018-12-05
1436,Bob,38,Houston,111997,Marketing,1.03,2018-12-06
1437,Frank,28,San Diego,68205,Sales,2.75,2018-12-07
1438,Eva,56,Dallas,84149,Marketing,2.02,2018-12-08
1439,Helen,45,Phoenix,89112,HR,1.48,2018-12-09
1440,Charlie,22,Phoenix,50940,Sales,4.65,2018-12-10
1441,Alice,34,Chicago,99010,HR,4.99,2018-12-11
1442,Bob,37,Chicago,116794,Marketing,1.72,2018-12-12
1443,David,58,San Diego,64485,Finance,1.15,2018-12-13
1444,Charlie,63,Los Angeles,41067,Sales,2.1,2018-12-14
1445,Charlie,29,Houston,60607,HR,4.34,2018-12-15
1446,Alice,23,San Diego,101597,Support,2.18,2018-12-16
1447,Helen,34,Houston,114554,Sales,1.23,2018-12-17
1448,Helen,36,Chicago,88521,Sales,1.21,2018-12-18
1449,Frank,43,Phoenix,55187,Sales,2.71,2018-12-19
1450,David,61,Chicago,43985,IT,4.73,2018-12-20
1451,Helen,61,Phoenix,83052,HR,2.14,2018-12-21
1452,Eva,49,San Diego,59563,HR,2.71,2018-12-22
1453,Helen,23,Phoenix,87322,Sales,1.41,2018-12-23
1454,Charlie,53,Chicago,101245,Finance,2.97,2018-12-24
1455,Alice,55,New York,91514,Sales,3.79,2018-12-25
1456,Eva,28,Houston,58608,IT,2.08,2018-12-26
1457,Frank,50,Dallas,107262,Marketing,2.19,2018-12-27
1458,David,41,Phoenix,111327,IT,4.37,2018-12-28
1459,Frank,40,Phoenix,97225,Finance,1.04,2018-12-29
1460,Charlie,32,New York,113994,Sales,3.55,2018-12-30
1461,Eva,44,San Diego,57221,HR,2.58,2018-12-31
1462,Eva,28,San Diego,88506,Support,2.19,2019-01-01
1463,Eva,34,San Diego,60968,Sales,3.63,2019-01-02
1464,Charlie,31,Dallas,67937,Finance,4.34,2019-01-03
1465,Charlie,44,Los Angeles,102435,HR,3.23,2019-01-04
1466,Frank,35,New York,89508,IT,1.12,2019-01-05
1467,Bob,45,Dallas,81831,Marketing,2.85,2019-01-06
1468,Frank,64,New York,82933,Marketing,2.85,2019-01-07
1469,David,64,Phoenix,87307,Sales,3.18,2019-01-08
1470,Alice,21,Houston,88340,IT,3.68,2019-01-09
1471,Eva,24,New York,83601,Support,1.08,2019-01-10
1472,Bob,62,Los Angeles,115956,Support,3.01,2019-01-11
1473,Alice,52,Chicago,112178,Finance,3.35,2019-01-12
1474,Bob,26,Dallas,68754,Marketing,2.37,2019-01-13
1475,Helen,25,New York,83310,IT,3.67,2019-01-14
1476,Helen,62,New York,109893,Sales,1.91,2019-01-15
1477,Grace,34,Los Angeles,88367,HR,2.27,2019-01-16
1478,Helen,34,Houston,53201,Sales,4.85,2019-01-17
1479,Frank,50,New York,42739,Sales,2.39,2019-01-18
1480,Helen,49,New York,53231,IT,2.39,2019-01-19
1481,Charlie,25,Houston,82495,Marketing,3.38,2019-01-20
1482,Eva,36,Los Angeles,61168,IT,4.88,2019-01-21
1483,Frank,55,Dallas,72624,HR,4.93,2019-01-22
1484,Alice,20,Dallas,50635,IT,3.32,2019-01-23
1485,Grace,22,New York,49964,Finance,1.0,2019-01-24
1486,Grace,30,Houston,67785,Sales,4.6,2019-01-25
1487,Grace,64,New York,116928,Marketing,3.28,2019-01-26
1488,Alice,63,San Diego,52336,Support,2.46,2019-01-27
1489,Alice,48,Chicago,117475,HR,4.32,2019-01-28
1490,Alice,33,Dallas,67412,Support,2.6,2019-01-29
1491,Alice,49,San Diego,115379,Sales,1.14,2019-01-30
1492,Grace,39,Phoenix,85591,IT,4.28,2019-01-31
1493,Grace,46,Chicago,101750,Support,3.18,2019-02-01
1494,Bob,39,New York,75454,Finance,2.35,2019-02-02
1495,Frank,60,Los Angeles,102672,IT,2.0,2019-02-03
1496,Eva,20,Dallas,67228,Sales,3.38,2019-02-04
1497,Helen,27,Phoenix,54429,Support,1.83,2019-02-05
1498,Helen,59,Chicago,107808,HR,2.3,2019-02-06
1499,Charlie,38,Dallas,93015,Support,3.55,2019-02-07
1500,Grace,33,Houston,108936,Support,4.53,2019-02-08
1501,Charlie,29,Los Angeles,97378,Marketing,3.13,2019-02-09
1502,Frank,19,Chicago,77310,Support,4.04,2019-02-10
1503,Frank,58,Houston,108827,Sales,4.05,2019-02-11
1504,Charlie,41,San Diego,75256,HR,3.66,2019-02-12
1505,Grace,52,New York,116428,Sales,1.98,2019-02-13
1506,Charlie,47,Houston,78889,Finance,4.47,2019-02-14
1507,Helen,47,Chicago,91428,IT,2.75,2019-02-15
1508,Bob,64,Chicago,77207,Support,1.18,2019-02-16
1509,Helen,52,San Diego,90255,Marketing,1.98,2019-02-17
1510,David,36,New York,45409,HR,4.06,2019-02-18
1511,Grace,25,Houston,82438,Marketing,1.28,2019-02-19
1512,Grace,43,Houston,47869,Marketing,1.59,2019-02-20
1513,Eva,57,New York,96862,Marketing,3.78,2019-02-21
1514,Alice,24,Houston,65958,Support,4.57,2019-02-22
1515,David,47,Dallas,116302,HR,3.53,2019-02-23
1516,Frank,24,New York,59768,HR,1.89,2019-02-24
1517,Grace,20,Los Angeles,66145,Marketing,1.21,2019-02-25
1518,Charlie,18,Chicago,115622,IT,3.46,2019-02-26
1519,David,53,Los Angeles,66442,Support,1.19,2019-02-27
1520,Eva,42,Dallas,65596,Support,3.45,2019-02-28
1521,Frank,54,San Diego,115791,Sales,1.9,2019-03-01
1522,Alice,18,Dallas,82406,Support,4.62,2019-03-02
1523,Alice,32,Phoenix,80524,Marketing,2.9,2019-03-03
1524,Eva,54,Phoenix,63332,Finance,1.9,2019-03-04
1525,Eva,30,Phoenix,55764,Marketing,4.41,2019-03-05
1526,Charlie,57,New York,67563,HR,2.02,2019-03-06
1527,Grace,25,Houston,76370,Support,2.23,2019-03-07
1528,Alice,22,Dallas,45062,Support,4.34,2019-03-08
1529,Frank,26,Los Angeles,84645,Sales,2.24,2019-03-09
1530,David,18,San Diego,47244,Finance,2.64,2019-03-10
1531,Frank,53,Los Angeles,46372,Support,2.39,2019-03-11
1532,Bob,52,Los Angeles,104471,Sales,1.47,2019-03-12
1533,Bob,19,Los Angeles,56956,Sales,1.16,2019-03-13
1534,Eva,57,San Diego,80473,Finance,3.9,2019-03-14
1535,Charlie,40,Phoenix,53894,Marketing,3.58,2019-03-15
1536,Bob,26,Los Angeles,109586,Marketing,2.13,2019-03-16
1537,Alice,51,San Diego,56709,Marketing,2.18,2019-03-17
1538,Frank,63,San Diego,55210,IT,4.78,2019-03-18
1539,Frank,31,Houston,89510,Marketing,4.95,2019-03-19
1540,Eva,21,San Diego,78674,Finance,2.89,2019-03-20
1541,Grace,47,Phoenix,57733,IT,4.21,2019-03-21
1542,Grace,48,Los Angeles,60080,Marketing,3.95,2019-03-22
1543,David,55,San Diego,93412,IT,2.19,2019-03-23
1544,Eva,28,New York,98971,Finance,1.23,2019-03-24
1545,Helen,52,San Diego,79709,Marketing,1.57,2019-03-25
1546,David,25,Chicago,99846,HR,4.35,2019-03-26
1547,Helen,20,Chicago,105480,Support,3.92,2019-03-27
1548,Grace,31,Chicago,92960,Finance,3.66,2019-03-28
1549,Eva,30,San Diego,81152,Sales,1.52,2019-03-29
1550,Helen,62,Phoenix,67250,Sales,3.56,2019-03-30
1551,Eva,49,Los Angeles,88137,Finance,4.09,2019-03-31
1552,Eva,51,Dallas,86412,Sales,4.44,2019-04-01
1553,Grace,62,Dallas,83876,Finance,1.05,2019-04-02
1554,David,36,Dallas,113664,HR,3.74,2019-04-03
1555,David,55,Phoenix,90227,Finance,1.08,2019-04-04
1556,Eva,33,Houston,72450,Marketing,3.83,2019-04-05
1557,Bob,19,New York,113704,Marketing,3.54,2019-04-06
1558,Charlie,57,New York,46861,IT,1.59,2019-04-07
1559,Grace,34,Chicago,101914,Sales,4.06,2019-04-08
1560,Charlie,51,Chicago,103888,Support,1.27,2019-04-09
1561,Charlie,59,San Diego,119286,Sales,4.31,2019-04-10
1562,David,33,Dallas,101293,Finance,2.05,2019-04-11
1563,David,55,San Diego,108515,Support,3.76,2019-04-12
1564,Bob,19,Dallas,63524,Support,4.69,2019-04-13
1565,Charlie,19,Chicago,47065,Sales,2.36,2019-04-14
1566,Charlie,43,Los Angeles,77684,Support,3.01,2019-04-15
1567,Eva,30,Houston,73365,Support,2.85,2019-04-16
1568,David,64,San Diego,98876,Marketing,1.63,2019-04-17
1569,Charlie,48,Houston,63704,HR,3.36,2019-04-18
1570,Frank,51,Houston,97857,Finance,3.97,2019-04-19
1571,Bob,56,Houston,45622,Sales,4.67,2019-04-20
1572,Helen,20,Chicago,119332,Marketing,4.4,2019-04-21
1573,Frank,25,New York,106201,IT,3.04,2019-04-22
1574,Frank,40,Chicago,72694,Support,3.88,2019-04-23
1575,Helen,31,Houston,62995,Support,4.2,2019-04-24
1576,Grace,44,Chicago,48419,Sales,2.97,2019-04-25
1577,Grace,46,Houston,87952,HR,1.46,2019-04-26
1578,Bob,56,Phoenix,73837,HR,2.75,2019-04-27
1579,Frank,56,Dallas,110799,Sales,4.37,2019-04-28
1580,Charlie,18,New York,88877,Sales,3.39,2019-04-29
1581,David,34,Phoenix,85687,Marketing,3.9,2019-04-30
1582,Bob,58,Los Angeles,77276,Sales,1.74,2019-05-01
1583,Eva,47,Chicago,74523,IT,4.86,2019-05-02
1584,Helen,30,Los Angeles,106055,Marketing,2.62,2019-05-03
1585,Frank,38,San Diego,94615,Support,3.61,2019-05-04
1586,Bob,36,Chicago,50514,Support,1.08,2019-05-05
1587,Alice,36,Dallas,87456,Support,1.51,2019-05-06
1588,Alice,42,Phoenix,47233,Support,4.13,2019-05-07
1589,Grace,39,Dallas,41102,Finance,4.87,2019-05-08
1590,Helen,48,San Diego,106133,IT,2.28,2019-05-09
1591,David,34,Houston,86715,Marketing,1.15,2019-05-10
1592,Charlie,40,Dallas,46256,Marketing,2.44,2019-05-11
1593,David,49,Dallas,104800,Support,1.07,2019-05-12
1594,David,27,Houston,81548,HR,1.77,2019-05-13
1595,David,27,Chicago,112090,Marketing,4.01,2019-05-14
1596,Helen,53,Houston,118200,IT,4.75,2019-05-15
1597,David,25,Phoenix,82367,Sales,1.35,2019-05-16
1598,Eva,37,Dallas,110382,IT,3.23,2019-05-17
1599,Helen,49,Houston,66205,Support,2.02,2019-05-18
1600,Eva,31,San Diego,65570,Support,1.56,2019-05-19
1601,Helen,45,San Diego,70255,Finance,1.88,2019-05-20
1602,Grace,63,Dallas,61182,Marketing,3.31,2019-05-21
1603,Bob,41,Phoenix,79373,Marketing,1.26,2019-05-22
1604,Alice,32,Los Angeles,83019,Marketing,2.74,2019-05-23
1605,David,39,Phoenix,102619,Support,1.54,2019-05-24
1606,Grace,47,New York,56043,Marketing,2.09,2019-05-25
1607,Bob,21,New York,85532,HR,1.76,2019-05-26
1608,Alice,30,New York,105936,HR,4.53,2019-05-27
1609,Frank,40,Dallas,59239,Sales,3.83,2019-05-28
1610,Charlie,25,San Diego,50416,Marketing,4.47,2019-05-29
1611,Eva,35,Chicago,43412,Finance,2.53,2019-05-30
1612,Frank,29,San Diego,64406,Sales,2.25,2019-05-31
1613,Helen,48,Chicago,41875,Support,2.52,2019-06-01
1614,Alice,31,Chicago,77066,Marketing,1.07,2019-06-02
1615,Frank,51,San Diego,45752,HR,3.9,2019-06-03
1616,Charlie,35,Dallas,118025,Finance,2.4,2019-06-04
1617,Grace,51,Phoenix,41353,Sales,2.25,2019-06-05
1618,Alice,28,Chicago,66986,Finance,3.39,2019-06-06
1619,Frank,58,Los Angeles,54691,Marketing,2.74,2019-06-07
1620,Eva,29,San Diego,109847,IT,4.92,2019-06-08
1621,Eva,32,San Diego,88075,Finance,2.43,2019-06-09
1622,Bob,48,New York,50794,Finance,3.46,2019-06-10
1623,Frank,46,Phoenix,108470,Support,2.25,2019-06-11
1624,David,43,New York,56406,HR,4.96,2019-06-12
1625,Frank,35,San Diego,115930,Marketing,2.78,2019-06-13
1626,Grace,49,San Diego,66872,Finance,3.54,2019-06-14
1627,Alice,39,Chicago,81708,Marketing,1.51,2019-06-15
1628,Alice,55,Phoenix,60800,HR,3.93,2019-06-16
1629,Grace,34,Houston,83397,Support,2.08,2019-06-17
1630,Frank,40,Los Angeles,77909,Marketing,2.79,2019-06-18
1631,Grace,41,Chicago,61352,HR,4.53,2019-06-19
1632,Charlie,25,San Diego,55438,HR,4.88,2019-06-20
1633,Helen,58,Chicago,84999,Sales,2.7,2019-06-21
1634,Grace,23,Los Angeles,58482,Support,4.34,2019-06-22
1635,Eva,22,San Diego,72471,Support,1.21,2019-06-23
1636,Grace,61,Los Angeles,87279,Marketing,4.39,2019-06-24
1637,Alice,46,Houston,94213,IT,3.52,2019-06-25
1638,Eva,45,Chicago,53026,Sales,2.95,2019-06-26
1639,Alice,28,Dallas,45435,Support,4.56,2019-06-27
1640,Bob,18,Chicago,48493,HR,4.38,2019-06-28
1641,David,60,New York,112227,Support,2.19,2019-06-29
1642,Alice,36,Phoenix,99321,IT,4.17,2019-06-30
1643,Eva,26,Phoenix,42763,Finance,1.4,2019-07-01
1644,Bob,44,New York,60389,Finance,4.29,2019-07-02
1645,Alice,51,San Diego,71498,Support,3.7,2019-07-03
1646,Charlie,61,Phoenix,103755,Support,1.35,2019-07-04
1647,Grace,21,Los Angeles,75825,Sales,3.73,2019-07-05
1648,David,53,Phoenix,56934,Support,3.32,2019-07-06
1649,Alice,35,Phoenix,45574,IT,3.38,2019-07-07
1650,Bob,32,New York,78179,Support,2.16,2019-07-08
1651,Charlie,30,San Diego,41587,Marketing,2.07,2019-07-09
1652,Frank,36,Houston,82782,IT,4.05,2019-07-10
1653,Bob,23,Phoenix,94412,Sales,2.03,2019-07-11
1654,Grace,29,Dallas,100561,Marketing,2.79,2019-07-12
1655,Bob,54,Phoenix,117224,Marketing,3.78,2019-07-13
1656,Charlie,34,Houston,44409,Finance,1.32,2019-07-14
1657,Bob,40,New York,111319,IT,3.38,2019-07-15
1658,Charlie,43,Houston,66751,Marketing,3.36,2019-07-16
1659,Alice,46,New York,78174,Sales,3.74,2019-07-17
1660,Helen,50,Los Angeles,96572,Finance,2.48,2019-07-18
1661,Charlie,44,New York,101416,Marketing,2.8,2019-07-19
1662,Charlie,42,Los Angeles,52041,IT,2.32,2019-07-20
1663,David,27,Los Angeles,63227,Finance,4.23,2019-07-21
1664,Charlie,64,New York,75201,IT,1.52,2019-07-22
1665,Charlie,40,Dallas,76069,IT,4.85,2019-07-23
1666,Frank,38,Chicago,66370,IT,3.54,2019-07-24
1667,Helen,38,New York,51586,Finance,4.55,2019-07-25
1668,Alice,60,Phoenix,90231,Marketing,2.7,2019-07-26
1669,Grace,30,Dallas,45322,Support,2.33,2019-07-27
1670,David,54,Dallas,105294,HR,4.6,2019-07-28
1671,Frank,50,Phoenix,119468,Marketing,1.4,2019-07-29
1672,Eva,41,Chicago,69299,Finance,1.47,2019-07-30
1673,Helen,61,Dallas,110793,HR,2.2,2019-07-31
1674,Alice,28,Los Angeles,86501,HR,4.84,2019-08-01
1675,Alice,34,Chicago,97134,HR,3.53,2019-08-02
1676,Eva,21,San Diego,49777,Support,3.22,2019-08-03
1677,Grace,64,Phoenix,51249,Sales,3.82,2019-08-04
1678,Charlie,42,Chicago,61390,Finance,2.67,2019-08-05
1679,Frank,47,New York,60369,Support,4.03,2019-08-06
1680,Bob,26,Chicago,52881,Support,2.57,2019-08-07
1681,David,38,Los Angeles,49587,Sales,4.31,2019-08-08
1682,Bob,37,New York,114327,HR,2.07,2019-08-09
1683,Eva,36,Houston,47833,Sales,2.11,2019-08-10
1684,Alice,36,Phoenix,87013,Sales,3.09,2019-08-11
1685,Grace,29,Phoenix,103620,Support,2.72,2019-08-12
1686,Alice,54,Chicago,55754,Finance,3.59,2019-08-13
1687,David,59,Dallas,118113,IT,2.46,2019-08-14
1688,Alice,34,New York,75282,Sales,1.92,2019-08-15
1689,Alice,54,Houston,76737,Sales,2.88,2019-08-16
1690,David,56,New York,64124,HR,3.24,2019-08-17
1691,Frank,45,Phoenix,110102,HR,1.57,2019-08-18
1692,Frank,58,New York,42196,Support,3.23,2019-08-19
1693,David,52,Houston,101527,HR,2.28,2019-08-20
1694,Grace,64,Dallas,51345,Marketing,2.57,2019-08-21
1695,Eva,35,Chicago,74077,Sales,2.12,2019-08-22
1696,Helen,31,Los Angeles,106400,HR,4.73,2019-08-23
1697,Alice,52,New York,52055,Finance,3.73,2019-08-24
1698,Grace,61,Los Angeles,84484,Marketing,2.05,2019-08-25
1699,Alice,58,Phoenix,117514,Support,3.58,2019-08-26
1700,Helen,24,Chicago,75771,IT,4.39,2019-08-27
1701,Eva,58,San Diego,97654,Sales,2.61,2019-08-28
1702,Frank,30,Chicago,86540,Sales,4.32,2019-08-29
1703,Grace,35,New York,69377,Finance,1.62,2019-08-30
1704,Charlie,54,Dallas,89573,IT,4.29,2019-08-31
1705,Charlie,30,Chicago,82733,IT,3.16,2019-09-01
1706,Helen,53,New York,51760,Support,1.89,2019-09-02
1707,Charlie,48,New York,65762,Support,2.63,2019-09-03
1708,Frank,19,Los Angeles,90986,Marketing,4.95,2019-09-04
1709,Helen,33,Chicago,74332,Sales,4.13,2019-09-05
1710,Frank,26,New York,80100,HR,3.3,2019-09-06
1711,Eva,26,Los Angeles,44944,Support,1.46,2019-09-07
1712,Alice,55,Houston,88825,Finance,2.67,2019-09-08
1713,Eva,28,San Diego,53877,Finance,2.05,2019-09-09
1714,Eva,39,Los Angeles,69990,Finance,1.28,2019-09-10
1715,Frank,50,Los Angeles,95283,Support,3.17,2019-09-11
1716,Helen,53,New York,43258,Support,4.56,2019-09-12
1717,Helen,62,Phoenix,71629,Finance,3.7,2019-09-13
1718,Charlie,40,Phoenix,77579,Support,2.0,2019-09-14
1719,Bob,62,Dallas,62958,HR,3.29,2019-09-15
1720,Alice,62,Phoenix,79465,HR,4.77,2019-09-16
1721,Frank,51,Los Angeles,55775,Marketing,3.89,2019-09-17
1722,Charlie,26,Dallas,116575,Sales,3.76,2019-09-18
1723,Grace,41,New York,74207,HR,4.87,2019-09-19
1724,Bob,25,Chicago,62553,Marketing,4.2,2019-09-20
1725,Bob,24,San Diego,93632,IT,1.55,2019-09-21
1726,Frank,53,San Diego,40055,Sales,2.39,2019-09-22
1727,David,35,Los Angeles,72873,HR,4.86,2019-09-23
1728,Alice,20,Los Angeles,106205,IT,2.96,2019-09-24
1729,Bob,45,Dallas,118199,Marketing,1.45,2019-09-25
1730,Frank,23,New York,65318,HR,2.83,2019-09-26
1731,Frank,61,Houston,73734,HR,3.79,2019-09-27
1732,Charlie,61,Los Angeles,58522,Support,4.99,2019-09-28
1733,Grace,38,Houston,51656,IT,2.3,2019-09-29
1734,David,45,Houston,55893,HR,3.06,2019-09-30
1735,Alice,57,Phoenix,56493,Finance,4.52,2019-10-01
1736,Helen,18,New York,43632,Support,2.42,2019-10-02
1737,Eva,53,San Diego,101779,Support,1.44,2019-10-03
1738,Grace,38,San Diego,78452,HR,4.8,2019-10-04
1739,Grace,60,Houston,53266,Support,2.95,2019-10-05
1740,Charlie,52,San Diego,101607,Sales,3.01,2019-10-06
1741,Helen,30,New York,56940,IT,3.48,2019-10-07
1742,Bob,27,Phoenix,64003,Sales,1.01,2019-10-08
1743,Bob,61,New York,74815,Marketing,4.72,2019-10-09
1744,Charlie,64,Los Angeles,70869,Sales,2.45,2019-10-10
1745,Frank,27,Houston,89297,Finance,2.59,2019-10-11
1746,Bob,63,New York,100107,Support,1.7,2019-10-12
1747,David,30,San Diego,56682,Support,2.51,2019-10-13
1748,Alice,54,Chicago,59622,Finance,4.22,2019-10-14
1749,Grace,55,New York,70408,Support,4.2,2019-10-15
1750,Grace,41,Houston,48837,Sales,4.74,2019-10-16
1751,David,19,Phoenix,104210,Marketing,2.61,2019-10-17
1752,Helen,39,San Diego,55407,HR,3.83,2019-10-18
1753,Bob,34,Phoenix,69309,Finance,3.03,2019-10-19
1754,Grace,53,Houston,111918,Sales,4.22,2019-10-20
1755,Eva,31,San Diego,58895,Sales,3.85,2019-10-21
1756,Helen,27,Los Angeles,40370,Sales,2.47,2019-10-22
1757,Alice,52,San Diego,40486,HR,2.35,2019-10-23
1758,Alice,42,Los Angeles,63762,IT,2.01,2019-10-24
1759,Grace,20,Phoenix,66613,Support,3.31,2019-10-25
1760,Charlie,64,Phoenix,43196,Support,4.86,2019-10-26
1761,Helen,55,Houston,116349,Marketing,1.8,2019-10-27
1762,Grace,34,Los Angeles,104839,IT,1.38,2019-10-28
1763,Charlie,29,Phoenix,81916,Support,1.48,2019-10-29
1764,Grace,41,Los Angeles,48572,Marketing,4.13,2019-10-30
1765,Eva,46,Phoenix,68225,Marketing,2.4,2019-10-31
1766,Helen,60,San Diego,85853,Sales,1.9,2019-11-01
1767,Frank,42,New York,89390,Finance,2.41,2019-11-02
1768,Alice,53,Chicago,72275,Sales,3.58,2019-11-03
1769,Grace,43,San Diego,112379,HR,3.19,2019-11-04
1770,Eva,55,Dallas,41105,Support,3.97,2019-11-05
1771,Charlie,18,New York,99896,Marketing,2.36,2019-11-06
1772,Charlie,37,Dallas,83209,Finance,2.81,2019-11-07
1773,Alice,45,Phoenix,82487,Support,1.41,2019-11-08
1774,David,33,Chicago,58051,Marketing,1.29,2019-11-09
1775,Grace,64,Chicago,117400,Marketing,2.85,2019-11-10
1776,Helen,34,Phoenix,106961,Sales,2.21,2019-11-11
1777,Bob,57,Phoenix,100156,Finance,3.45,2019-11-12
1778,Charlie,45,Los Angeles,97175,Finance,1.17,2019-11-13
1779,Helen,29,Phoenix,46849,Support,1.49,2019-11-14
1780,Helen,44,Houston,58976,Marketing,4.46,2019-11-15
1781,Frank,59,Phoenix,96866,Finance,3.27,2019-11-16
1782,Helen,64,Houston,87078,Finance,3.85,2019-11-17
1783,Helen,47,Phoenix,71113,Support,4.37,2019-11-18
1784,Frank,58,Los Angeles,55401,Sales,2.86,2019-11-19
1785,Charlie,51,Houston,52884,IT,4.04,2019-11-20
1786,Helen,54,New York,77563,HR,3.1,2019-11-21
1787,David,23,Houston,74414,IT,1.89,2019-11-22
1788,David,24,San Diego,56142,Finance,2.35,2019-11-23
1789,Eva,49,Los Angeles,111492,Marketing,2.96,2019-11-24
1790,Frank,49,Dallas,119464,HR,2.27,2019-11-25
1791,Eva,42,Houston,115257,HR,2.34,2019-11-26
1792,Frank,50,San Diego,116693,Marketing,2.35,2019-11-27
1793,Grace,24,San Diego,75135,HR,1.49,2019-11-28
1794,Grace,29,San Diego,112232,Marketing,1.34,2019-11-29
1795,Helen,33,Phoenix,67862,HR,1.19,2019-11-30
1796,Bob,33,San Diego,45190,Support,1.44,2019-12-01
1797,Grace,60,Phoenix,110199,Support,2.37,2019-12-02
1798,Bob,53,Dallas,44331,IT,3.38,2019-12-03
1799,Grace,30,Los Angeles,92186,HR,1.75,2019-12-04
1800,Alice,24,Chicago,84648,Sales,4.55,2019-12-05
